Opponent,Results,Score,PlusMinus
Baylor,L, 86_58 ,-17.2
Maine,W, 72_71 ,-6.5
Iona,L, 80_68 ,-7.1
Illinois St.,L, 79_66 ,-6.3
St. Bonaventure,L, 98_71 ,-10.8
Southeast Missouri St.,L, 75_54 ,-7.5
James Madison,L, 72_64 ,-4.5
North Carolina A&T,L, 93_84 OT,2.1
Jacksonville St.,L, 95_78 ,-15.1
UTEP,L, 93_56 ,-25
Niagara,L, 80_69 ,-4.8
Kent St.,L, 84_66 ,-4.7
Bethune Cookman,L, 77_61 ,-15.5
Florida A&M,W, 78_65 ,5.7
Hampton,W, 66_50 ,9.8
Howard,L, 82_77 ,-2.8
Winston Salem St.,L, 82_70 ,-5
South Carolina St.,L, 97_82 ,-12.6
Morgan St.,L, 100_94 OT,2.1
Coppin St.,W, 80_71 ,6.3
Maryland Eastern Shore,W, 64_62 ,-0.9
Delaware St.,L, 54_52 ,-1
Hampton,W, 70_66 ,2.2
Howard,W, 72_52 ,8.4
Winston Salem St.,W, 74_50 ,9.7
South Carolina St.,W, 82_62 ,10.1
Morgan St.,L, 88_87 2OT,-3.7
Coppin St.,W, 67_57 ,4.8
North Carolina A&T,W, 67_66 ,-8.7
Hampton,L, 73_70 ,-4.3
