Opponent,Results,Score,PlusMinus
South Alabama,L, 76_64 ,-6.2
Sacramento St.,L, 70_60 ,-5.3
Rice,L, 60_46 ,-9.7
Michigan,L, 77_55 ,-5.8
Northwestern St.,L, 92_61 ,-12.9
UT Arlington,L, 80_75 ,0.2
Fairleigh Dickinson,W, 92_77 ,0.1
New Orleans,L, 79_67 ,-8.1
UMKC,L, 102_87 ,-11.7
Santa Clara,L, 68_65 ,-5.2
Boise St.,L, 96_59 ,-21.7
Creighton,L, 85_56 ,-18.3
Memphis,L, 93_52 ,-18.7
Chicago St.,W, 66_56 ,3.7
NJIT,W, 75_62 ,5.2
Green Bay,L, 77_66 ,-6.9
SMU,L, 82_68 ,-11
UT Arlington,L, 84_73 ,-1.8
South Dakota,L, 92_70 ,-8
North Dakota,W, 75_65 ,11.2
Chicago St.,W, 85_83 OT,4
Utah Valley,L, 72_66 ,0.7
UT Rio Grande Valley,W, 84_82 OT,-1.5
Middle Tennessee,L, 109_79 ,-10.9
North Texas,L, 107_87 ,-5.9
NJIT,W, 62_58 ,-2.4
Utah Valley,W, 61_48 ,10
UT Rio Grande Valley,W, 76_62 ,5
North Dakota,W, 91_81 ,10.7
South Dakota,L, 97_84 ,-4.6
Chicago St.,W, 80_77 ,-1.5
NJIT,W, 74_64 ,2.2
South Dakota,L, 91_86 ,-7.4
