Opponent,Results,Score,PlusMinus
Portland St.,W, 74_67 ,3.3
Washington,L, 96_78 ,-9.6
Wright St.,L, 82_73 ,-12.9
Alabama St.,W, 78_42 ,14.6
Eastern Illinois,W, 95_62 ,18.9
Tennessee St.,W, 69_60 ,8.6
Kennesaw St.,W, 75_70 OT,1.8
Mercer,W, 94_90 OT,7.3
Middle Tennessee,W, 83_71 ,4.2
Saint Louis,L, 75_67 ,-6
Eastern Illinois,L, 63_60 ,0.9
Kansas,L, 81_51 ,-11
Florida Gulf Coast,L, 66_63 ,-3.2
Stetson,W, 85_71 ,12.8
USC Upstate,W, 68_58 ,8.7
Lipscomb,L, 64_53 ,-7.3
North Florida,L, 45_43 ,1.7
Jacksonville,L, 82_66 ,-1.5
Campbell,W, 66_55 ,2.1
East Tennessee St.,W, 100_89 ,14.5
Lipscomb,L, 78_72 ,2.8
Campbell,W, 75_50 ,11.2
East Tennessee St.,W, 74_67 ,4.1
Jacksonville,W, 73_70 ,1.3
North Florida,W, 70_56 ,9.7
USC Upstate,W, 70_57 ,3.2
Stetson,W, 79_70 ,1.9
Florida Gulf Coast,L, 85_80 ,-1.1
Mercer,W, 77_73 ,2.4
Kennesaw St.,W, 74_42 ,18.9
Mercer,L, 87_81 ,5.2
