Opponent,Results,Score,PlusMinus
Army,W, 93_86 ,4.5
Richmond,L, 103_59 ,-19
UNC Wilmington,L, 115_95 ,-12.1
Coastal Carolina,L, 111_97 ,-6.1
Charleston Southern,W, 103_91 ,7.9
Virginia Tech,L, 98_73 ,-10.3
Seton Hall,L, 134_107 ,-16
George Mason,L, 89_86 ,-2.3
Liberty,L, 110_102 ,1
Winthrop,L, 96_63 ,-16.2
Presbyterian,L, 89_75 OT,7.1
UNC Asheville,L, 97_84 ,-4.4
Gardner Webb,L, 92_84 ,-6.1
Radford,L, 109_91 ,-12.5
High Point,W, 94_91 ,4.3
Liberty,L, 91_73 ,-7.1
Radford,L, 111_84 ,-10.3
Presbyterian,W, 97_78 ,7.7
Winthrop,L, 87_83 ,-2.7
Gardner Webb,W, 92_85 ,9.9
UNC Asheville,L, 114_97 ,-13.6
High Point,W, 91_84 ,4.9
Charleston Southern,L, 95_85 ,-3.5
Coastal Carolina,L, 101_71 ,-5.7
Coastal Carolina,L, 82_73 ,-12.6
