Opponent,Results,Score,PlusMinus
Lehigh,W, 65_53 ,-0.5
VMI,W, 103_59 ,19
William & Mary,L, 78_71 ,1.4
Chattanooga,W, 75_49 ,15
Longwood,W, 65_52 ,-0.3
Mississippi St.,W, 63_62 ,4.4
Missouri,W, 59_52 ,2.6
Old Dominion,W, 67_60 ,0.3
VCU,L, 65_57 ,3.2
South Carolina,L, 76_58 ,0.9
Florida,W, 56_53 ,-1.3
UNC Greensboro,W, 89_63 ,6.2
UNC Wilmington,W, 66_64 ,-1
Wake Forest,L, 74_68 OT,1.3
Bucknell,W, 59_50 ,6.9
Duquesne,W, 80_68 ,2.5
Saint Louis,L, 63_58 ,-0.7
Massachusetts,W, 70_63 OT,3.8
La Salle,W, 67_63 ,3.8
Charlotte,L, 71_59 ,-0.5
George Washington,W, 62_57 ,0
Saint Louis,W, 62_36 ,13.7
Saint Joseph's,W, 68_58 ,5.2
Temple,W, 71_54 ,11.9
Rhode Island,W, 69_67 ,1.4
St. Bonaventure,W, 68_49 ,7
Fordham,W, 84_56 ,16.4
George Washington,W, 74_70 ,1.2
Xavier,L, 78_76 2OT,-2
Dayton,W, 60_56 ,-3.5
Charlotte,W, 89_84 OT,1.2
Massachusetts,W, 77_72 ,10.4
Xavier,W, 89_85 OT,-2.1
Temple,L, 56_52 ,-5.4
Saint Mary's,L, 80_71 ,-2.7
