Opponent,Results,Score,PlusMinus
UTEP,L, 89_70 ,-11.4
Idaho,W, 72_65 ,-0.4
Colorado,L, 88_77 ,-6.1
Northern Colorado,L, 66_62 ,-7.6
UTSA,L, 79_57 ,-7
Cincinnati,L, 94_57 ,-15.8
Wichita St.,L, 74_43 ,-10.5
Southeastern Louisiana,W, 71_65 ,3.3
New Mexico St.,L, 79_75 ,-2.2
North Texas,L, 71_69 ,-0.4
Alcorn St.,W, 89_56 ,12.3
Southern,W, 82_68 ,4.9
Prairie View A&M,L, 65_60 ,-4
Grambling St.,W, 74_59 ,-
Jackson St.,W, 51_44 ,3.8
Mississippi Valley St.,W, 74_73 ,-5.2
Arkansas Pine Bluff,W, 70_67 ,6.2
Alabama St.,L, 62_61 ,-2.5
Alabama A&M,W, 67_62 ,1.1
Prairie View A&M,L, 63_58 ,-5.6
Grambling St.,W, 87_66 ,13.4
Jackson St.,L, 70_67 OT,2.7
Mississippi Valley St.,L, 62_44 ,-8.1
Arkansas Pine Bluff,L, 57_53 OT,-0.8
Alabama St.,L, 69_61 ,-3.3
Alabama A&M,W, 98_57 ,16.6
Alcorn St.,W, 84_67 ,3.1
Southern,W, 66_62 ,2.3
Prairie View A&M,W, 66_49 ,8.1
Grambling St.,W, 60_57 ,5.9
Arkansas Pine Bluff,L, 50_38 ,-3.7
