Opponent,Results,Score,PlusMinus
Alcorn St.,W, 130_68 ,32.8
Louisville,L, 96_66 ,-6.6
Appalachian St.,W, 81_72 OT,8.4
Morgan St.,L, 97_94 ,3.8
East Tennessee St.,L, 94_85 ,-6.7
South Alabama,L, 74_61 ,-8
Oklahoma,L, 67_47 ,-3.7
Mississippi Valley St.,W, 91_54 ,15.5
Delaware St.,W, 71_53 ,8.7
Alabama St.,W, 76_51 ,11.2
Stephen F. Austin,W, 72_69 ,1.5
Missouri St.,W, 66_62 OT,1.9
Baylor,L, 70_47 ,-6.5
UAB,L, 73_72 ,0.9
Texas,L, 96_85 ,-3.2
Mississippi St.,L, 82_80 ,-10
Alabama,W, 71_59 ,1.7
Florida,L, 71_66 ,-1
Kentucky,L, 101_70 ,-24.1
Mississippi St.,W, 67_62 ,-4.8
Mississippi,W, 80_73 ,-2.2
Georgia,W, 72_68 ,-5.4
Auburn,W, 82_79 OT,-1.1
LSU,W, 87_52 ,16.2
Alabama,L, 73_68 ,4
South Carolina,W, 92_79 ,7.2
Auburn,L, 92_83 ,-2.6
LSU,L, 65_54 ,-12.9
Vanderbilt,L, 89_72 ,-11.5
Tennessee,L, 80_73 ,-5.7
Mississippi,L, 68_66 ,7
Georgia,L, 77_64 ,-5.7
