Opponent,Results,Score,PlusMinus
Maine,L, 76_73 ,-2.7
Fairfield,L, 63_55 ,-0.7
Sacred Heart,W, 76_66 ,6.8
Hartford,L, 70_62 ,-6.6
Manhattan,L, 68_44 ,-14.3
Bowling Green,L, 67_46 ,-12.1
Stony Brook,W, 93_77 ,7.3
St. John's,L, 73_56 ,-12.6
Villanova,L, 96_58 ,-9.5
James Madison,L, 85_73 ,2.4
Kennesaw St.,L, 79_66 ,-4.6
Hampton,L, 78_54 ,-14.2
Massachusetts,L, 78_76 ,-3.9
Saint Joseph's,L, 82_69 ,-1.8
Dayton,L, 74_58 ,-6.8
Rhode Island,L, 85_67 ,-4.3
Saint Louis,L, 75_48 ,-14.3
Temple,L, 62_45 ,-6.5
La Salle,L, 80_73 ,-0.8
Xavier,L, 108_60 ,-11.9
Charlotte,L, 77_72 ,1.8
St. Bonaventure,L, 72_61 ,-10.8
George Washington,L, 78_53 ,-10.5
Richmond,L, 84_56 ,-16.4
Rhode Island,L, 101_75 ,-22.8
St. Bonaventure,L, 73_68 ,-2.7
Xavier,L, 82_56 ,-10.7
Duquesne,L, 111_100 ,-2.3
