Opponent,Results,Score,PlusMinus
Alcorn St.,W, 100_60 ,22.2
James Madison,W, 72_44 ,8.8
North Carolina,L, 77_73 ,-
California,W, 76_70 ,8.7
Lipscomb,W, 84_64 ,7.1
St. Francis PA,W, 110_47 ,27
Florida St.,W, 77_64 ,9.6
Eastern Michigan,W, 111_60 ,24
Butler,L, 74_66 ,-4.7
Presbyterian,W, 78_48 ,24.7
Delaware St.,W, 60_44 ,6.5
Cleveland St.,W, 72_59 ,7.8
Wisconsin,L, 65_43 ,-11.2
Michigan,L, 73_64 ,-3.4
Indiana,W, 79_54 ,15
Minnesota,L, 73_62 ,-3.8
Purdue,W, 70_66 ,-5.3
Wisconsin,W, 60_51 ,6.2
Northwestern,W, 76_56 ,16.8
West Virginia,L, 71_65 ,4.4
Iowa,W, 65_57 ,-1
Minnesota,W, 85_63 ,11.6
Penn St.,W, 75_62 ,7.9
Iowa,W, 68_58 ,6.6
Indiana,W, 69_52 ,9.6
Illinois,W, 72_53 ,13
Purdue,L, 60_57 ,-7.7
Michigan St.,W, 74_67 ,4.9
Penn St.,W, 75_67 ,5.4
Michigan,W, 66_55 ,5.8
Illinois,W, 73_57 ,4.2
Michigan,W, 69_68 ,2.6
Illinois,W, 88_81 2OT,-0.3
Minnesota,W, 90_61 ,5
UC Santa Barbara,W, 68_51 ,9.4
Georgia Tech,W, 75_66 ,3.4
Tennessee,L, 76_73 ,1.3
