Opponent,Results,Score,PlusMinus
Washington,L, 80_70 ,-5.3
UC Riverside,L, 70_66 ,-3.6
Pacific,W, 59_55 ,-3.4
Saint Mary's,L, 78_71 ,3.2
Utah Valley,W, 82_74 ,7.8
San Francisco,L, 76_71 ,2.5
Cal St. Bakersfield,W, 84_80 OT,2.3
UC Irvine,W, 69_56 ,-1.2
Northern Colorado,L, 93_69 ,-6.1
Santa Clara,W, 74_68 ,-1
UC Irvine,W, 78_68 ,6.2
Idaho,W, 78_75 ,1.1
Nevada,L, 96_67 ,-13.9
Fresno St.,L, 80_70 ,-6.3
Boise St.,W, 76_74 ,1.9
Hawaii,L, 68_67 ,-2
Louisiana Tech,W, 87_76 ,7.2
New Mexico St.,W, 93_84 ,-3.4
Hawaii,W, 83_60 ,10.2
Utah St.,L, 77_58 ,-7.8
Louisiana Tech,L, 71_64 ,-8.7
New Mexico St.,L, 94_82 ,-6
Utah St.,L, 81_65 ,-9.1
Montana St.,W, 77_66 ,6.4
Seattle,L, 90_88 ,4.2
Nevada,L, 83_79 ,-2.5
Fresno St.,W, 72_45 ,12
Idaho,L, 86_76 ,-11.8
Boise St.,L, 85_56 ,-10.4
New Mexico St.,L, 90_69 ,-7.9
