Opponent,Results,Score,PlusMinus
North Carolina,L, 93_72 ,-12.9
Western Carolina,L, 75_59 ,-6.3
UNC Asheville,L, 58_56 ,-0.4
Charlotte,L, 95_66 ,-14.6
Duke,L, 113_68 ,-16.3
James Madison,L, 78_57 ,-1.7
Penn St.,L, 104_57 ,-20.9
Texas,L, 95_63 ,-18.1
High Point,L, 78_68 ,-6
Radford,L, 75_45 ,-13.7
Charleston Southern,W, 64_61 ,-5.4
Coastal Carolina,L, 80_64 ,-3.8
Liberty,L, 68_57 ,-7.6
VMI,W, 92_84 ,6.1
Presbyterian,W, 64_57 OT,-3.2
Winthrop,L, 65_45 ,-3.2
Radford,L, 80_73 ,-5.6
High Point,L, 82_80 OT,0.5
Coastal Carolina,L, 96_60 ,-19.9
Charleston Southern,W, 82_73 ,2
VMI,L, 92_85 ,-9.9
Liberty,L, 69_61 ,-0.1
Winthrop,L, 69_64 ,-1
Elon,L, 84_79 ,-5.6
Presbyterian,W, 77_76 OT,-1
UNC Asheville,L, 89_86 ,-2.6
