Opponent,Results,Score,PlusMinus
Texas A&M Corpus Chris,L, 67_43 ,-10.6
South Dakota,W, 62_47 ,9.2
Texas Tech,L, 64_60 ,-5
Sacramento St.,L, 65_63 ,-7.5
George Washington,W, 64_57 ,10.4
Colorado,W, 74_69 ,-2.2
Cal St. Bakersfield,W, 74_39 ,10.9
Nebraska,L, 50_44 ,-4.3
Illinois Chicago,L, 63_61 ,0.6
Mississippi Valley St.,W, 76_62 ,5.8
Fresno St.,W, 73_65 ,9.8
Washington,L, 76_70 ,-3.7
Washington St.,L, 65_60 ,-3.1
Seattle,L, 99_48 ,-9.4
Oregon,W, 64_57 ,5.2
Arizona,W, 67_64 ,2
Arizona St.,L, 66_57 ,-4.4
Stanford,L, 59_35 ,-7.7
California,L, 65_61 ,-3.8
USC,W, 51_45 ,-2.2
UCLA,L, 62_52 ,-2.9
Oregon,W, 62_42 ,6.8
Arizona St.,L, 56_46 ,-5
Arizona,W, 63_55 ,3.6
California,W, 80_64 ,5.8
Stanford,L, 65_55 ,-2.2
UCLA,L, 65_56 ,-6.4
USC,W, 49_44 ,-0.1
Washington St.,W, 59_55 ,7
Washington,L, 82_70 ,-8.6
Washington,L, 59_52 ,2.8
Boston University,L, 96_78 ,-14
