Opponent,Results,Score,PlusMinus
Northern Illinois,W, 77_55 ,8.9
Butler,L, 67_54 ,-8.3
Tennessee St.,W, 69_62 ,2.4
Liberty,W, 69_53 ,13.2
Notre Dame,W, 72_58 ,3.1
Iowa St.,W, 67_65 ,-1.4
North Carolina St.,W, 65_53 ,6.9
North Carolina A&T,W, 90_65 ,12.9
North Florida,W, 84_54 ,10
Stanford,W, 70_62 ,1.8
Central Connecticut,W, 74_54 ,10.8
Illinois,L, 89_83 OT,1.5
Michigan St.,L, 91_70 ,-6
UT Rio Grande Valley,W, 53_44 ,-0.4
Michigan,W, 68_62 ,-2.8
Wisconsin,L, 60_50 ,0.5
Purdue,W, 72_64 ,1.4
Ohio St.,L, 76_56 ,-16.8
Illinois,W, 73_68 ,-1.4
Minnesota,L, 65_61 ,-2.3
Michigan St.,L, 79_70 ,-5.9
Michigan,W, 67_52 ,5.1
Indiana,W, 78_61 ,12.5
Iowa,L, 78_65 ,-10.3
Minnesota,W, 77_74 OT,-4.8
Penn St.,L, 81_70 ,-2.9
Wisconsin,L, 70_63 ,-6.5
Iowa,W, 74_57 ,14.3
Penn St.,L, 79_60 ,-10.6
Chicago St.,W, 72_49 ,9
Indiana,L, 88_80 OT,-2.5
Indiana,W, 73_58 ,-2
Purdue,L, 69_61 ,0.4
Rhode Island,L, 76_64 ,-4.9
