Opponent,Results,Score,PlusMinus
UC Riverside,W, 77_67 ,10.8
Loyola Marymount,L, 67_59 ,1.6
Coppin St.,W, 74_43 ,9.4
Nebraska,L, 51_48 ,-0
Texas,L, 69_50 ,-4.8
Georgia Tech,L, 79_53 ,-13.5
Sacramento St.,W, 51_36 ,10.3
Idaho St.,W, 59_53 ,7.4
Tennessee,W, 77_55 ,8.3
Western Michigan,W, 55_51 ,-4.2
Saint Mary's,W, 60_49 ,7.8
UNLV,W, 67_56 ,10.1
Arizona,W, 56_50 ,8
Arizona St.,W, 47_37 ,3.1
Stanford,L, 54_53 ,-5.7
California,L, 67_59 ,-1.4
UCLA,W, 67_46 ,13.3
Washington St.,L, 67_60 ,-
Washington,W, 87_61 ,10.7
Oregon St.,L, 51_45 ,2.2
Oregon,L, 67_57 ,-4.4
California,W, 66_63 ,-1.1
Stanford,W, 54_49 ,3.6
UCLA,W, 68_64 ,3.2
Washington,W, 67_64 ,5
Washington St.,L, 51_47 ,-2.4
Oregon,L, 54_44 ,4.4
Oregon St.,L, 49_44 ,0.1
Arizona St.,L, 59_54 ,-1.7
Arizona,L, 86_84 2OT,1.2
