Opponent,Results,Score,PlusMinus
Fairleigh Dickinson,W, 80_64 ,15.3
Pittsburgh,L, 68_55 ,-6.4
Iowa,W, 74_57 ,7.9
Cleveland St.,W, 69_54 ,13.8
Alcorn St.,W, 87_52 ,15.3
Texas Southern,W, 74_43 ,10.5
USC Upstate,W, 72_45 ,13.2
UMKC,W, 73_52 ,11.8
TCU,W, 80_68 ,8.7
Texas Tech,W, 85_83 ,3.7
North Dakota St.,W, 69_57 ,14.1
Illinois St.,L, 72_57 ,-4.3
Drake,W, 61_38 ,6.8
Bradley,W, 81_69 ,3.8
Missouri St.,W, 65_62 ,10.4
Creighton,W, 70_58 ,12.1
Indiana St.,W, 84_73 ,7.9
Creighton,L, 57_56 ,-1.6
Northern Iowa,W, 60_51 ,6.5
Drake,L, 78_64 ,-10.2
Illinois St.,W, 74_66 ,6.8
Southern Illinois,W, 55_54 ,3.9
Northern Iowa,L, 59_56 ,0.1
Indiana St.,W, 76_70 ,-7.6
Evansville,L, 65_62 ,-3.5
Missouri St.,W, 66_64 ,0.4
Evansville,W, 76_70 OT,1.8
Utah St.,L, 68_58 ,-8.1
Bradley,L, 75_73 ,-8.6
Southern Illinois,W, 76_55 ,12.1
Missouri St.,W, 73_63 ,0.6
Illinois St.,W, 65_61 ,3.1
Northern Iowa,L, 67_52 ,-2.1
Nevada,L, 74_70 ,-2.7
