Opponent,Results,Score,PlusMinus
Minnesota,L, 87_50 ,-11.9
Central Arkansas,W, 71_67 ,4.1
Lipscomb,W, 92_89 ,2.1
Memphis,L, 92_59 ,-13.1
Oakland,L, 77_56 ,-3.8
Southern Utah,W, 72_65 ,2.8
Kansas,L, 112_75 ,-15.1
Evansville,L, 91_90 2OT,3.2
Jacksonville St.,L, 83_72 ,-3.1
Ball St.,W, 86_81 OT,0.1
Southeast Missouri St.,W, 82_73 ,8.9
Eastern Illinois,L, 97_93 OT,-1.8
Morehead St.,L, 77_64 ,-2.1
Eastern Kentucky,L, 78_73 ,-6
Tennessee Martin,W, 76_63 ,7
Murray St.,L, 88_66 ,-9.8
Austin Peay,W, 94_90 ,-1
Tennessee St.,W, 61_56 ,1.4
Eastern Illinois,W, 75_65 ,-1.9
Southeast Missouri St.,W, 82_68 ,6.1
Eastern Kentucky,L, 76_58 ,-11.7
Morehead St.,L, 84_75 ,-1.9
Murray St.,L, 94_62 ,-8.1
Tennessee Martin,W, 70_61 ,6.4
Tennessee St.,L, 109_102 2OT,0.8
Austin Peay,L, 77_72 OT,4.2
Appalachian St.,L, 81_68 ,-6.5
Jacksonville St.,W, 72_62 ,2.8
Austin Peay,W, 68_65 ,-0.3
Morehead St.,L, 76_47 ,-12.5
