Opponent,Results,Score,PlusMinus
Schreiner,W, 73_59 ,-
New Hampshire,W, 65_57 ,14.2
Charleston Southern,L, 66_65 ,7.8
Oklahoma,L, 72_64 ,-0.2
Howard Payne,W, 71_55 ,-
New Mexico,L, 64_55 ,-5.7
Charleston Southern,W, 85_82 OT,2.5
Northern New Mexico,W, 90_69 ,-
Hillsdale Free Will Baptist,W, 78_74 ,-
Sacramento St.,L, 88_86 2OT,-0.4
San Francisco,L, 86_51 ,-17.1
New Orleans,L, 75_66 ,2.1
Southeastern Louisiana,L, 75_53 ,-9.7
Central Arkansas,L, 81_76 ,-4.3
Stephen F. Austin,W, 69_60 ,4
Southeastern Louisiana,L, 56_50 ,-0.1
Lamar,W, 67_64 ,-6
Nicholls St.,L, 62_59 ,1.1
Incarnate Word,L, 82_79 ,-0.3
Texas A&M Corpus Chris,L, 72_60 ,-8.8
New Orleans,W, 70_69 OT,3.5
Sam Houston St.,W, 71_64 ,4.3
Central Arkansas,L, 84_73 ,-5.2
Northwestern St.,W, 76_72 ,5.2
McNeese St.,W, 82_78 ,1.1
Texas A&M Corpus Chris,L, 56_44 ,-3.3
Sam Houston St.,W, 84_81 ,6.4
Incarnate Word,L, 89_75 ,-4.8
Houston Baptist,L, 81_72 ,0.6
