Opponent,Results,Score,PlusMinus
Linfield,W, 70_47 ,-
Northwestern,L, 86_72 ,-9.7
Texas,L, 85_52 ,-13.2
Bryant,W, 81_77 ,3.7
Seattle,W, 80_76 2OT,1.1
Denver,W, 85_80 OT,-0.2
San Francisco,W, 96_90 ,-5.6
Seattle,W, 93_88 2OT,-2.1
University of Great Falls,W, 103_76 ,-
Morehead St.,W, 88_86 OT,5.2
Northern Kentucky,L, 70_48 ,-8
Xavier,L, 85_56 ,-6.9
Colorado,L, 76_68 ,3.3
Idaho,W, 69_62 ,10.2
Montana St.,W, 82_64 ,6.8
Montana,L, 65_59 ,2
Idaho St.,W, 92_85 ,6.2
Weber St.,L, 70_67 ,3.3
Northern Arizona,W, 84_62 ,6.1
Southern Utah,W, 83_68 ,17.8
Montana,W, 72_60 ,4.8
Montana St.,L, 91_90 OT,2
Sacramento St.,W, 77_72 ,2.1
Portland St.,W, 130_124 3OT,3.5
North Dakota,L, 95_86 ,-7.9
Northern Colorado,W, 70_44 ,9.5
Idaho,W, 77_67 ,4.2
Weber St.,W, 82_72 ,3.9
Idaho St.,W, 89_77 ,11.2
Southern Utah,W, 91_75 ,1.5
Northern Arizona,L, 76_61 ,-11.3
Sacramento St.,W, 89_70 ,10.6
Weber St.,L, 80_72 ,2.4
Wyoming,L, 91_81 ,-6.8
