Opponent,Results,Score,PlusMinus
Central Baptist,W, 97_65 ,-
University of the Ozarks,W, 100_61 ,-
Idaho,L, 65_57 ,-5.2
St. Bonaventure,W, 68_65 ,3.8
Pepperdine,L, 66_65 ,1.4
Central Michigan,W, 91_79 ,1.6
Central Arkansas,W, 89_87 OT,3.6
Tulsa,W, 72_62 ,3.5
Arkansas Pine Bluff,W, 67_52 ,2.5
Central Arkansas,W, 70_59 ,5.7
Northern Arizona,W, 72_67 ,2.7
Oral Roberts,L, 63_48 ,-4.6
Florida,L, 94_71 ,-21.4
Louisiana Monroe,W, 79_75 OT,0.3
Louisiana Lafayette,L, 69_52 ,-13.8
Appalachian St.,W, 76_68 ,0.4
Coastal Carolina,L, 66_63 ,-5.9
Arkansas St.,L, 77_72 ,5.2
South Alabama,W, 73_56 ,9.4
Troy,L, 78_69 ,-2.7
Louisiana Lafayette,L, 88_82 ,-14.4
Louisiana Monroe,L, 68_52 ,0.4
Coastal Carolina,L, 82_75 ,-1.9
Appalachian St.,W, 69_62 ,6.1
Texas St.,L, 56_49 ,-5
UT Arlington,L, 71_55 ,-1.5
Arkansas St.,L, 67_58 ,-5.7
Georgia St.,L, 71_54 ,-2.2
Georgia Southern,W, 56_54 ,-5.6
South Alabama,W, 62_57 ,-7.6
Troy,L, 57_54 ,3.9
Louisiana Lafayette,L, 78_71 ,-3
