Opponent,Results,Score,PlusMinus
Northland,W, 84_49 ,-
Pacific,L, 76_58 ,-2.8
Murray St.,L, 93_77 ,-2.2
Bowling Green,W, 77_61 ,4.2
UMKC,W, 95_77 ,5.2
Central Michigan,L, 89_77 ,1.6
Kansas St.,L, 80_61 ,-11.6
Toledo,W, 78_77 ,-3.5
Central Michigan,L, 107_97 ,-6.3
Wisconsin,L, 73_59 ,-8.8
SIU Edwardsville,W, 94_92 OT,-0.2
St. Mary's (MN),W, 108_59 ,-
Cleveland St.,W, 76_75 OT,-2.5
Youngstown St.,W, 90_77 ,10.4
Milwaukee,W, 80_74 ,3.7
Northern Kentucky,W, 80_71 ,-0.8
Wright St.,W, 78_61 ,9.3
Valparaiso,L, 80_56 ,-10.7
Youngstown St.,L, 92_89 ,1.7
Cleveland St.,W, 83_73 ,0.7
Oakland,W, 80_72 ,8.2
Detroit,L, 93_92 ,4.8
Illinois Chicago,W, 84_80 ,-4
Valparaiso,W, 86_69 ,10.3
Northern Kentucky,L, 69_67 ,-6.3
Wright St.,L, 88_79 ,-3.1
Milwaukee,W, 80_56 ,11.7
Illinois Chicago,W, 87_79 ,3.1
Oakland,L, 85_72 ,1.6
Detroit,W, 89_81 ,-0.5
Illinois Chicago,L, 79_70 ,-4
UMKC,L, 92_82 ,-1.4
