Opponent,Results,Score,PlusMinus
Michigan St.,W, 65_63 ,-1.3
Cal St. Bakersfield,W, 78_66 ,8.2
Sacred Heart,W, 95_65 ,17.5
Northern Colorado,W, 71_55 ,1.9
Santa Clara,W, 69_61 ,4.4
Butler,L, 69_65 ,-1.5
Texas Southern,W, 85_63 ,15.4
Gonzaga,L, 69_62 ,-11
UC Irvine,W, 79_57 ,10.7
Missouri,W, 79_60 ,9.7
Grand Canyon,W, 64_54 ,8
Texas A&M,W, 67_63 ,9.5
New Mexico,W, 77_46 ,16.7
California,W, 67_62 ,-1.4
Stanford,W, 91_52 ,14.8
Utah,W, 66_56 ,4.2
Colorado,W, 82_73 ,7.2
Arizona St.,W, 91_75 ,15.5
USC,W, 73_66 ,10
UCLA,W, 96_85 ,4.5
Washington St.,W, 79_62 ,4.8
Washington,W, 77_66 ,0.4
Oregon St.,W, 71_54 ,6.2
Oregon,L, 85_58 ,-16.2
Stanford,W, 74_67 ,3.5
California,W, 62_57 ,4.4
Washington St.,W, 78_59 ,7
Washington,W, 76_68 ,3.7
USC,W, 90_77 ,3.2
UCLA,L, 77_72 ,-2.5
Arizona St.,W, 73_60 ,6.4
Colorado,W, 92_78 ,6.5
UCLA,W, 86_75 ,6
Oregon,W, 83_80 ,4.5
North Dakota,W, 100_82 ,10.2
Saint Mary's,W, 69_60 ,-1
Xavier,L, 73_71 ,1.9
