Opponent,Results,Score,PlusMinus
Arkansas Pine Bluff,W, 86_66 ,22.1
Furman,L, 84_74 ,-1.4
Troy,W, 74_51 ,11.3
Kansas,L, 83_63 ,-13.1
George Washington,W, 81_74 ,7.2
Saint Mary's,L, 76_63 ,-9.5
Alabama A&M,W, 75_45 ,9
Auburn,L, 74_70 ,-1
Stephen F. Austin,W, 84_73 ,5.3
Memphis,L, 62_55 ,1
Southern,W, 75_74 OT,3.3
Texas,L, 96_60 ,-11.9
Miles,W, 98_66 ,-
Middle Tennessee,L, 60_49 ,-9.8
North Texas,W, 54_52 ,-1.8
Rice,W, 88_81 OT,-1.5
Western Kentucky,W, 72_54 ,10.6
Marshall,W, 94_78 ,5.8
Florida Atlantic,W, 80_78 ,7.2
FIU,L, 94_85 ,-6
Louisiana Tech,W, 79_70 ,7.9
Southern Miss,W, 87_43 ,17.8
UTEP,L, 63_59 ,1.8
UTSA,L, 82_67 ,-6.5
Charlotte,W, 82_69 ,4.3
Old Dominion,L, 83_62 ,-8.4
Marshall,L, 74_59 ,-3.9
Western Kentucky,L, 76_64 ,-8.5
Middle Tennessee,L, 66_64 ,-1.4
Florida Atlantic,W, 79_59 ,11
FIU,L, 68_56 ,-4.3
Charlotte,W, 74_73 ,2.6
Louisiana Tech,L, 69_57 ,-11.3
