Opponent,Results,Score,PlusMinus
Minnesota,L, 86_74 ,-16.1
Montana St.,L, 84_83 ,-0.7
Panhandle State,W, 117_47 ,-
Delaware St.,W, 83_82 ,2.2
James Madison,W, 82_70 ,9.2
Texas Southern,W, 84_73 ,0.8
Nicholls St.,W, 101_69 ,11.8
McNeese St.,W, 92_72 ,5.1
Loyola (LA),W, 94_60 ,-
Louisiana Tech,W, 91_83 ,11.2
Georgia,L, 73_60 ,-9.9
New Orleans,W, 76_71 ,2.1
Pepperdine,W, 90_64 ,9.7
Arkansas St.,L, 74_71 ,-2
Little Rock,W, 69_52 ,13.8
Louisiana Monroe,W, 69_60 ,4.5
Georgia Southern,L, 81_76 ,0.4
Georgia St.,L, 101_86 ,-10.5
Texas St.,W, 79_73 ,7
UT Arlington,L, 108_71 ,-9.9
Little Rock,W, 88_82 ,14.4
Arkansas St.,L, 88_69 ,-1.4
Georgia St.,L, 85_82 ,-11
Georgia Southern,L, 74_70 ,-3.1
Troy,L, 100_88 ,-6.4
South Alabama,W, 87_61 ,8.7
Louisiana Monroe,W, 85_84 ,-2.8
Coastal Carolina,W, 79_77 ,5.6
Appalachian St.,W, 77_62 ,8.7
Texas St.,W, 94_84 OT,-2.3
UT Arlington,W, 83_81 ,-0.2
Little Rock,W, 78_71 ,3
Georgia St.,L, 86_76 ,-6.2
