Opponent,Results,Score,PlusMinus
Kent St.,L, 79_74 OT,-8.2
Canisius,W, 67_64 ,-1.2
Tennessee Martin,L, 85_74 ,-12.9
Kentucky,L, 101_70 ,-19.2
Duquesne,L, 78_71 ,-3.1
Arkansas St.,L, 78_51 ,-8.5
Bethune Cookman,W, 73_62 ,9.5
Western Michigan,W, 85_62 ,5.2
Purdue,L, 77_53 ,-14
Ohio,L, 71_53 ,-8.5
Lake Erie,W, 79_62 ,-
Belmont,L, 88_61 ,-5.8
Green Bay,L, 76_75 OT,2.5
Milwaukee,W, 62_53 ,5.9
Wright St.,L, 55_51 ,-2.4
Northern Kentucky,L, 83_75 ,-8.7
Illinois Chicago,L, 59_54 ,-0.3
Valparaiso,L, 78_67 ,-3.3
Oakland,W, 76_65 ,4.3
Milwaukee,L, 63_62 ,4.6
Green Bay,L, 83_73 ,-0.7
Youngstown St.,L, 67_64 ,-2.9
Detroit,W, 90_73 ,4
Oakland,L, 53_51 ,-2.8
Valparaiso,L, 78_57 ,-12.7
Illinois Chicago,W, 66_63 ,-0.5
Northern Kentucky,L, 62_60 ,-4.5
Wright St.,L, 74_68 2OT,2.4
Detroit,L, 91_83 ,-5.7
Youngstown St.,W, 69_55 ,6.9
Youngstown St.,L, 84_69 ,-0.6
