Opponent,Results,Score,PlusMinus
VCU,L, 80_65 ,-6.2
Georgia,L, 60_46 ,-6.1
USC Upstate,W, 73_57 ,-0.3
Siena,W, 92_80 ,6
Furman,W, 64_58 ,-0.4
Kansas,L, 95_57 ,-15.5
Brevard College,W, 68_50 ,-
Coastal Carolina,W, 79_77 OT,6.3
Elon,W, 78_67 ,7.9
Warren Wilson,W, 117_52 ,-
Western Carolina,W, 59_57 ,0
UNC Greensboro,L, 75_73 ,-1
Ohio St.,L, 79_77 ,-4.2
Radford,L, 80_77 OT,-1.3
Gardner Webb,W, 90_85 OT,-0.5
Liberty,W, 70_57 ,8.6
High Point,W, 88_58 ,20.4
Longwood,W, 89_68 ,9.2
Charleston Southern,W, 76_67 ,-3.4
Winthrop,L, 76_73 ,2
Campbell,W, 72_56 ,7.1
Presbyterian,W, 73_47 ,12.9
Radford,W, 80_69 ,10
Charleston Southern,W, 91_73 ,10.1
High Point,W, 74_71 ,-0.4
Winthrop,W, 104_101 2OT,0.2
Longwood,W, 91_69 ,13.1
Presbyterian,W, 89_48 ,19
Campbell,W, 66_53 ,9.4
Gardner Webb,L, 81_76 ,-0.6
Liberty,W, 63_45 ,1.5
Campbell,L, 81_79 ,2
Tennessee Martin,L, 89_75 ,-9.4
