Opponent,Results,Score,PlusMinus
UC Santa Barbara,W, 74_60 ,5.5
USC,L, 82_72 ,2.1
Kansas St.,L, 81_68 ,-9.8
Rice,L, 100_87 ,-6.3
Buena Vista,W, 112_65 ,-
Eastern Michigan,L, 94_77 ,-7.3
Cal St. Fullerton,W, 83_73 ,5.2
Iowa,W, 98_89 ,2
Iowa St.,L, 91_47 ,-22
Montana St.,W, 97_91 ,3.7
UMKC,W, 80_75 ,0.6
Cal St. Fullerton,W, 102_96 OT,-1.5
Pittsburgh,L, 94_75 ,-6.2
South Dakota,L, 86_69 ,-16
North Dakota St.,L, 82_70 ,-3.6
Fort Wayne,L, 80_78 ,4.5
South Dakota St.,W, 101_93 ,11.9
IUPUI,W, 79_71 ,2.8
Western Illinois,W, 86_72 ,7.7
Denver,W, 97_88 ,8.9
Oral Roberts,L, 103_86 ,-7.3
South Dakota St.,L, 88_84 ,-5
South Dakota,W, 91_83 ,5.4
Western Illinois,W, 79_67 ,7.7
IUPUI,L, 89_78 ,-8.7
Fort Wayne,L, 108_101 OT,-5.1
Oral Roberts,W, 83_76 OT,2.4
Denver,W, 84_83 ,-0.7
North Dakota St.,W, 96_92 ,5.4
Fort Wayne,W, 84_80 ,-1.9
IUPUI,W, 90_62 ,13.7
South Dakota St.,L, 79_77 ,0.8
