Opponent,Results,Score,PlusMinus
Tulane,W, 95_75 ,10.3
Chattanooga,W, 97_57 ,8.4
Long Beach St.,W, 93_67 ,17.1
Hawaii,W, 83_68 ,7.3
Chaminade,W, 104_61 ,12.3
Oklahoma St.,W, 107_75 ,14.8
Wisconsin,W, 71_56 ,8.7
Indiana,L, 76_67 ,-9.8
Radford,W, 95_50 ,19
Davidson,W, 83_74 ,6.1
Tennessee,W, 73_71 ,-4.2
Kentucky,L, 103_100 ,-4.4
Northern Iowa,W, 85_42 ,7.6
Monmouth,W, 102_74 ,14.3
Georgia Tech,L, 75_63 ,-0.8
Clemson,W, 89_86 OT,-0.3
North Carolina St.,W, 107_56 ,22.8
Wake Forest,W, 93_87 ,5.5
Florida St.,W, 96_83 ,5.3
Syracuse,W, 85_68 ,7.4
Boston College,W, 90_82 ,4.1
Virginia Tech,W, 91_72 ,11.2
Miami FL,L, 77_62 ,-11.2
Pittsburgh,W, 80_78 ,4.6
Notre Dame,W, 83_76 ,6.3
Duke,L, 86_78 ,-0.5
North Carolina St.,W, 97_73 ,12.5
Virginia,W, 65_41 ,9.4
Louisville,W, 74_63 ,3.9
Pittsburgh,W, 85_67 ,7
Virginia,L, 53_43 ,-3.8
Duke,W, 90_83 ,1
Miami FL,W, 78_53 ,7.2
Duke,L, 93_83 ,4
Texas Southern,W, 103_64 ,18.3
Arkansas,W, 72_65 ,4.7
Butler,W, 92_80 ,12.5
Kentucky,W, 75_73 ,3.7
Oregon,W, 77_76 ,2.5
Gonzaga,W, 71_65 ,-0.7
