Opponent,Results,Score,PlusMinus
UT Rio Grande Valley,W, 94_75 ,13.9
Milwaukee,W, 68_54 ,9.4
Savannah St.,W, 99_86 ,8.1
McNeese St.,W, 104_65 ,18.2
Providence,L, 60_51 ,2.5
Iowa,W, 100_92 ,3.8
Jackson St.,W, 84_69 ,12.7
Mississippi,L, 85_77 ,-5.1
UAB,W, 62_55 ,-1
Monmouth,L, 82_79 ,3.1
Oklahoma,W, 99_94 OT,-5.5
Incarnate Word,W, 95_71 ,14.5
SMU,L, 58_54 ,-2.4
South Carolina,W, 70_54 ,4.2
Connecticut,W, 70_61 ,7.7
Tulane,W, 80_59 ,8.1
Tulsa,L, 81_71 ,-2.5
South Florida,W, 62_56 ,5.1
Houston,W, 70_67 OT,0.5
UCF,W, 70_65 ,-0.4
Temple,L, 77_66 ,-2.9
East Carolina,W, 57_50 ,0.9
South Florida,W, 85_75 ,8
UCF,L, 72_57 ,-13.1
Tulsa,W, 66_44 ,4.3
Temple,L, 74_62 ,-5.6
Connecticut,L, 65_62 ,6.7
Cincinnati,L, 87_74 ,-13.9
Houston,L, 72_71 ,-5.4
Tulane,W, 92_70 ,3.4
SMU,L, 103_62 ,-21.5
UCF,L, 84_54 ,-13.8
