Opponent,Results,Score,PlusMinus
Hofstra,L, 74_72 ,1.7
Valparaiso,L, 78_58 ,-11.2
Coastal Carolina,L, 89_59 ,-21.6
BYU,L, 96_59 ,-15.5
Utah,L, 94_51 ,-23
Ball St.,L, 79_77 ,-7.2
Grand Canyon,L, 70_37 ,-14
Chestnut Hill,L, 76_73 ,-
Georgetown,L, 96_44 ,-29.8
Clemson,L, 85_43 ,-21.7
Akron,L, 87_63 ,-13.8
Buffalo,L, 87_52 ,-11
Goldey-Beacom,W, 89_83 OT,-
Louisiana Monroe,L, 65_53 ,-12.5
Mount St. Mary's,L, 87_49 ,-17.5
South Carolina St.,W, 75_59 ,11.2
Florida A&M,L, 54_53 ,-1.7
Bethune Cookman,W, 76_73 ,1.4
North Carolina A&T,W, 75_73 OT,-4.1
Howard,W, 81_72 ,-5.4
Norfolk St.,L, 74_64 ,6.9
Morgan St.,L, 76_74 ,-4.4
Hampton,L, 77_65 ,-3.5
Maryland Eastern Shore,L, 78_57 ,-10.1
North Carolina Central,L, 86_77 ,-9.5
Bethune Cookman,W, 76_72 ,-0.3
Delaware St.,W, 83_75 ,4.6
South Carolina St.,L, 84_79 ,-7.1
Savannah St.,W, 84_83 ,-8.4
Morgan St.,L, 71_66 ,-10.3
Hampton,L, 89_82 ,4.7
Howard,L, 79_73 ,-7.9
