Opponent,Results,Score,PlusMinus
Colorado,L, 90_53 ,-16.4
Nebraska,L, 83_61 ,-7.6
Antelope Valley,W, 82_60 ,-
UC Davis,L, 81_72 ,-2.7
San Francisco,L, 77_59 ,-11.9
Denver,L, 72_61 ,4.1
Pacific,L, 74_58 ,-1.1
California Merced,W, 81_54 ,-
South Dakota,L, 72_56 ,-7.9
Abilene Christian,W, 88_86 2OT,0.4
Washington St.,L, 74_66 ,-4.2
Northern Colorado,L, 69_53 ,-14
North Dakota,L, 90_82 OT,-8.6
Portland St.,L, 83_76 ,-2.2
Southern Utah,W, 88_83 ,7.5
Northern Arizona,W, 74_62 ,-0.3
Montana St.,L, 74_65 ,-8.5
Montana,W, 92_83 ,7.8
Portland St.,W, 80_77 OT,-0.4
Eastern Washington,L, 77_72 ,-2.1
Idaho,L, 81_67 ,-9.6
Weber St.,W, 77_74 ,2.9
Idaho St.,W, 75_63 ,4.9
Montana,W, 67_65 ,-1.6
Montana St.,L, 62_59 ,-2.9
Northern Arizona,L, 73_69 ,1.3
Southern Utah,W, 86_76 ,3.1
North Dakota,W, 57_53 ,-0.3
Northern Colorado,L, 70_67 ,0.2
Idaho St.,W, 91_76 ,3.6
Eastern Washington,L, 89_70 ,-10.6
