Opponent,Results,Score,PlusMinus
Northwestern,L, 94_63 ,-14.9
West Virginia,L, 107_66 ,-26.5
Kent St.,L, 93_63 ,-9.1
Michigan St.,L, 100_53 ,-15.1
UMass Lowell,L, 76_71 ,-4.3
Liberty,L, 70_55 ,-7.5
Fort Wayne,L, 79_54 ,-10.2
Indiana,L, 85_52 ,-13.7
Gonzaga,L, 97_63 ,-15
Seattle,L, 82_67 ,-19.5
Grand Canyon,L, 72_62 ,-10.3
Iowa St.,L, 88_60 ,-8.4
Drake,L, 101_69 ,-14.9
Arkansas Pine Bluff,L, 105_91 ,1.8
Alabama A&M,L, 79_76 ,0.3
Alabama St.,W, 73_70 ,0.3
Alcorn St.,W, 84_77 ,2.3
Southern,L, 87_81 ,-5.4
Prairie View A&M,L, 87_72 ,-6.1
Texas Southern,W, 103_89 OT,2.9
Jackson St.,L, 83_68 ,-8
Grambling St.,L, 77_74 OT,1
Alabama A&M,W, 68_66 ,4.9
Alabama St.,L, 71_66 ,-3.2
Alcorn St.,L, 88_77 ,-7.2
Southern,L, 81_72 ,-0.8
Prairie View A&M,L, 82_69 ,-8.8
Texas Southern,L, 92_61 ,-6.9
Jackson St.,W, 70_67 OT,6.2
Grambling St.,W, 84_80 ,2.2
Arkansas Pine Bluff,W, 88_77 ,9.1
Alcorn St.,L, 63_60 ,-4.8
