Opponent,Results,Score,PlusMinus
Wright St.,L, 85_81 ,1.6
Arkansas,L, 90_65 ,-20.8
Missouri Southern State,W, 85_64 ,-
SIU Edwardsville,W, 101_83 ,13.9
Mount St. Mary's,W, 73_63 ,2
Minnesota,L, 57_45 ,-6
Murray St.,W, 89_85 OT,0.2
Texas Southern,W, 74_70 ,5.8
Louisville,L, 74_51 ,-14.1
Sam Houston St.,L, 79_73 ,-6.9
Saint Louis,W, 70_55 ,0.1
UNLV,L, 68_61 ,-1.2
Tennessee Martin,W, 78_70 ,-0.6
Bradley,L, 60_51 ,-0.8
Drake,W, 83_69 ,2.2
Indiana St.,W, 80_74 OT,-2.7
Missouri St.,W, 75_67 ,5.6
Illinois St.,L, 60_53 ,0.4
Evansville,W, 73_61 ,0.4
Drake,L, 88_84 OT,-2.5
Northern Iowa,L, 58_57 ,3.1
Wichita St.,L, 87_45 ,-12.7
Missouri St.,W, 85_84 OT,-3.9
Bradley,W, 85_65 ,12.2
Loyola Chicago,W, 67_61 ,2.2
Northern Iowa,L, 49_41 ,-6.1
Evansville,L, 75_70 ,-9.4
Wichita St.,L, 87_68 ,-9.5
Indiana St.,W, 74_68 ,-0.5
Illinois St.,L, 50_46 ,-3.1
Loyola Chicago,W, 72_70 ,3
Loyola Chicago,W, 55_50 ,2
Illinois St.,L, 63_50 ,-16.9
