Opponent,Results,Score,PlusMinus
Buffalo,L, 76_66 ,0.5
Brown,L, 88_79 ,-4
Hartford,L, 82_78 OT,-4.6
Rutgers,L, 78_65 ,-6.2
Drexel,W, 93_74 ,7.2
North Texas,L, 80_71 ,-4.2
Marist,L, 72_66 ,-4.4
Iona,W, 74_58 ,7
Kent St.,L, 100_72 ,-12.9
Norfolk St.,W, 65_61 ,2.7
Youngstown St.,L, 101_97 OT,1
St. Bonaventure,L, 79_69 ,-6.8
LIU Brooklyn,W, 75_66 ,3.8
Quinnipiac,L, 81_78 ,4.5
Siena,W, 71_66 ,2.5
Rider,L, 89_78 ,-3.3
Manhattan,L, 78_69 ,2.4
Monmouth,L, 90_83 ,-3.8
Marist,L, 93_87 OT,-6.6
Saint Peter's,W, 57_55 ,-1.1
Canisius,W, 91_84 ,11.1
Manhattan,L, 70_69 ,-3.3
Rider,W, 80_67 ,-2.6
Fairfield,L, 81_61 ,-8
Quinnipiac,L, 89_81 ,-16.1
Canisius,W, 94_81 ,4.8
Iona,L, 90_76 ,-10.2
Monmouth,L, 93_75 ,-11.3
Siena,L, 76_70 ,-2.2
Saint Peter's,L, 66_53 ,-9
Fairfield,L, 62_58 ,-2.9
Quinnipiac,W, 88_69 ,3.4
Monmouth,L, 84_59 ,-10
