Opponent,Results,Score,PlusMinus
Quinnipiac,W, 94_70 ,11.7
Providence,L, 80_58 ,-8
Marist,W, 76_72 ,7.1
Lyndon State,W, 79_20 ,-
Wofford,W, 60_59 ,-0
Hofstra,W, 87_73 ,13.1
Houston,L, 72_71 ,-2.8
Yale,W, 67_65 ,5.4
South Carolina,L, 68_50 ,-11.4
Dartmouth,W, 73_58 ,6.4
Northeastern,L, 59_57 ,4.9
Eastern Michigan,W, 82_74 ,3.7
Butler,L, 81_69 ,-7.5
Siena,W, 76_60 ,6.6
Harvard,W, 82_71 ,4.3
Maine,W, 90_77 ,4.5
Hartford,W, 85_54 ,21.9
Binghamton,W, 67_50 ,8.5
UMBC,W, 81_72 ,6.7
New Hampshire,W, 71_59 ,8
UMass Lowell,W, 81_67 ,7.1
Albany,W, 60_49 ,6.1
Stony Brook,W, 71_64 ,6.2
Maine,W, 74_53 ,8.1
Hartford,W, 79_66 ,10.5
Binghamton,W, 71_51 ,7.8
New Hampshire,W, 82_74 ,2.2
UMBC,W, 77_74 ,5.8
UMass Lowell,W, 87_66 ,13.4
Albany,W, 62_50 ,-0.2
Stony Brook,W, 66_51 ,9.6
Maine,W, 86_41 ,19.8
New Hampshire,W, 74_41 ,13.5
Albany,W, 56_53 ,-0.1
Purdue,L, 80_70 ,-2.2
