Opponent,Results,Score,PlusMinus
Temple,L, 97_92 OT,-3.9
Delaware,W, 74_68 ,2.8
Texas Southern,L, 77_76 ,-2.2
Drexel,W, 89_78 ,13.8
Lehigh,W, 89_81 ,5.6
Bucknell,W, 83_73 ,4.5
Villanova,L, 89_79 ,-4.3
Georgetown,L, 93_78 ,-5.1
Florida Gulf Coast,W, 84_80 ,2.3
Mercer,W, 98_96 3OT,1.5
Dayton,L, 66_55 ,-6.7
Saint Louis,W, 75_54 ,7.8
Duquesne,W, 88_81 ,1.3
Rhode Island,W, 87_75 ,15
George Washington,W, 79_69 ,7.8
Davidson,W, 91_83 ,4.1
VCU,L, 90_52 ,-17
Penn,L, 77_74 ,-7
Saint Joseph's,L, 73_72 ,-2.5
Massachusetts,W, 88_78 ,0.6
George Mason,L, 95_75 ,-5.4
Fordham,W, 67_52 ,7.7
Richmond,L, 64_52 ,-5
St. Bonaventure,L, 83_65 ,-13.8
Saint Joseph's,W, 83_68 ,17.2
Rhode Island,L, 67_56 ,-8.4
Massachusetts,L, 84_71 ,-3.5
Saint Louis,L, 70_55 ,-6.3
Fordham,W, 66_54 ,5.3
Davidson,L, 82_73 ,-9
