Opponent,Results,Score,PlusMinus
New Mexico St.,W, 64_61 ,-1.5
Fort Lewis,W, 84_75 ,-
Stanford,L, 56_49 ,-7.2
Maryland Eastern Shore,W, 76_65 ,6.3
Southeastern Louisiana,W, 67_59 ,8.5
Alcorn St.,W, 80_58 ,9.8
Colorado,W, 72_58 ,2.3
Wichita St.,L, 82_67 ,-2.5
Arkansas-Fort Smith,W, 93_69 ,-
Northern Colorado,W, 81_64 ,7.2
Kansas St.,L, 89_70 ,-6
Loyola Marymount,L, 69_66 ,0.9
Long Beach St.,L, 56_55 ,-6.3
UNLV,W, 91_77 ,3.9
Boise St.,L, 74_73 ,2.7
San Jose St.,W, 76_71 ,3.6
Air Force,W, 85_58 ,6
New Mexico,L, 84_71 ,-9.5
Fresno St.,L, 78_57 ,-9
Utah St.,W, 64_56 ,9.9
San Jose St.,W, 81_72 ,5.9
San Diego St.,W, 78_77 ,-3.5
Boise St.,L, 79_76 ,-7.7
UNLV,W, 69_49 ,9.4
Utah St.,W, 69_52 ,7.4
Fresno St.,W, 78_62 ,4.3
Wyoming,W, 78_73 ,4.4
New Mexico,W, 68_56 ,5.2
San Diego St.,W, 56_55 ,-5.5
Wyoming,W, 78_76 ,7.5
Nevada,L, 85_72 ,-0.1
Air Force,W, 81_55 ,-
San Diego St.,W, 71_63 ,-4.3
Nevada,L, 79_71 ,-6.9
College of Charleston,W, 81_74 ,5.7
Cal St. Bakersfield,L, 81_63 ,-12.3
