Opponent,Results,Score,PlusMinus
LeTourneau,W, 104_57 ,-
Ohio,L, 96_75 ,-16
Southern,W, 91_83 ,7.8
Tennessee Tech,W, 78_71 ,12.2
Georgia Tech,L, 81_73 ,-10.8
Idaho,W, 69_62 ,4
Baylor,L, 79_45 ,-16.4
LSU-Shreveport,W, 91_59 ,-
Southern Illinois,W, 79_73 ,6.9
Sul Ross State,W, 78_57 ,-
North Texas,W, 76_70 ,5.1
Hillsdale Free Will Baptist,W, 119_81 ,-
Arkansas,L, 90_56 ,-12.4
Houston Baptist,L, 79_65 ,-1.8
Central Arkansas,L, 67_65 ,-1.3
McNeese St.,W, 74_67 ,1.6
Nicholls St.,W, 74_61 ,1.6
New Orleans,W, 70_68 ,7
Northwestern St.,W, 77_68 ,7.7
Lamar,W, 87_65 ,4.2
Texas A&M Corpus Chris,W, 76_62 ,12.8
Southeastern Louisiana,W, 71_69 ,6.1
Stephen F. Austin,W, 72_63 ,5.6
Abilene Christian,L, 71_64 ,-4.3
Lamar,L, 80_76 OT,0.6
Incarnate Word,W, 72_63 ,3.5
Houston Baptist,L, 88_77 ,-4.9
Incarnate Word,L, 69_53 ,-12.9
Abilene Christian,L, 84_81 ,-6.4
McNeese St.,W, 79_74 ,-0.5
Stephen F. Austin,L, 64_56 ,-6.2
Central Arkansas,W, 77_69 ,8.3
Houston Baptist,W, 63_59 ,6.1
New Orleans,L, 75_63 ,-11.7
