Opponent,Results,Score,PlusMinus
Xavier (LA),W, 66_54 ,-
Southeastern Louisiana,L, 84_71 ,-7.8
North Carolina Central,L, 84_75 ,-7.5
Marshall,L, 71_61 ,-1.2
Ohio St.,L, 78_47 ,-9.8
Western Carolina,L, 58_47 ,-7.4
Memphis,L, 84_69 ,-12.7
Southern Miss,W, 75_64 ,7.9
Drake,W, 68_63 ,-2.2
Blue Mountain College,L, 57_49 ,-
Baylor,L, 82_57 ,-6.1
Duquesne,L, 74_62 ,-10.1
Fisk University,W, 94_62 ,-
Alabama A&M,W, 63_51 ,6.9
Alabama St.,W, 63_60 ,5.7
Southern,W, 65_61 ,4.7
Alcorn St.,L, 63_50 ,-5.4
Prairie View A&M,L, 63_56 ,-9.7
Texas Southern,L, 67_44 ,-6.7
Grambling St.,L, 72_57 ,-11.9
Mississippi Valley St.,W, 83_68 ,8
Arkansas Pine Bluff,W, 74_59 ,10.2
Alcorn St.,L, 69_58 ,-1.5
Southern,L, 88_75 ,-3.1
Prairie View A&M,W, 78_69 ,-3.6
Texas Southern,W, 71_62 ,5.4
Grambling St.,L, 62_59 OT,2.6
Mississippi Valley St.,L, 70_67 OT,-6.2
Arkansas Pine Bluff,W, 62_51 ,11.9
Alabama A&M,W, 72_64 ,8.9
Alabama St.,W, 65_59 ,3.3
Southern,L, 69_63 ,0.6
