Opponent,Results,Score,PlusMinus
Cornell,W, 89_78 ,5.3
George Washington,L, 77_75 ,-0.7
Kansas,L, 86_65 ,-7.3
UNC Asheville,L, 92_80 ,-6
Arkansas Pine Bluff,W, 66_43 ,16.6
Albany,L, 81_72 ,-8.4
St. Bonaventure,L, 81_74 ,-4.4
Fairfield,W, 80_73 ,9.3
Rider,L, 71_69 ,1.9
Florida Gulf Coast,L, 73_69 ,-7.6
Bucknell,W, 71_68 ,4.3
Hofstra,L, 84_64 ,-10.6
Vermont,L, 76_60 ,-6.6
Canisius,L, 82_79 ,-4.4
Niagara,L, 71_66 ,-2.5
Saint Peter's,W, 56_54 ,1.9
Quinnipiac,W, 81_74 ,12
Fairfield,W, 63_54 ,3.6
Rider,W, 78_68 ,0.7
Saint Peter's,L, 77_65 ,-10.8
Manhattan,W, 81_68 ,10.8
Iona,L, 77_66 ,-9.2
Quinnipiac,W, 84_75 ,2
Canisius,L, 80_73 ,-6.9
Iona,W, 81_79 ,-4.5
Marist,W, 84_77 ,1.6
Monmouth,L, 102_82 ,-6.2
Manhattan,W, 94_71 ,11.3
Niagara,W, 76_70 ,2.2
Monmouth,L, 77_73 ,-2.6
Marist,W, 80_64 ,3
Fairfield,W, 78_66 ,7.7
Monmouth,W, 89_85 ,-3.9
Iona,L, 87_86 OT,-0.6
