Opponent,Results,Score,PlusMinus
James Madison,W, 62_55 ,2.8
Richmond,W, 64_61 ,5.5
Louisville,L, 68_62 OT,-0.5
LSU,L, 66_60 ,-1.8
St. John's,W, 63_55 ,4.8
Dartmouth,W, 59_47 ,6
Towson,W, 60_58 ,2.6
Rhode Island,L, 51_39 ,-7.6
VCU,L, 67_64 ,4.5
Georgia St.,W, 58_46 ,9.3
Howard,W, 65_46 ,5.8
William & Mary,L, 65_54 ,-4.5
Rice,W, 62_56 ,1.5
North Texas,W, 55_48 ,6.8
Marshall,L, 90_86 OT,5.8
Western Kentucky,W, 79_67 ,-1.2
Southern Miss,W, 54_50 ,4.1
Louisiana Tech,L, 75_63 ,-9.7
Charlotte,L, 74_72 ,2.3
Rice,W, 80_72 ,8.1
North Texas,W, 73_67 ,0.1
FIU,W, 64_57 ,-0.9
Florida Atlantic,L, 65_61 ,6.3
Middle Tennessee,L, 64_51 ,-9.3
UAB,W, 83_62 ,8.4
Charlotte,W, 72_48 ,5
Marshall,W, 86_65 ,10
Western Kentucky,W, 67_53 ,10.8
UTEP,W, 62_61 ,0.8
UTSA,L, 73_55 ,-5.5
Marshall,L, 64_63 ,-4.2
