Opponent,Results,Score,PlusMinus
Ohio,L, 77_67 ,-3.2
Georgia Tech,L, 77_62 ,-8.4
Sam Houston St.,L, 91_83 ,-7.8
Tennessee Tech,W, 80_68 ,2.4
Paul Quinn,W, 91_79 ,-
Florida A&M,W, 83_71 ,1.7
Tulane,L, 84_75 ,-5.2
Loyola (LA),L, 69_64 ,-
Ecclesia,W, 86_50 ,-
Baylor,L, 89_59 ,-18.2
UAB,L, 75_74 OT,-3.3
Nebraska,L, 81_76 ,-3.5
Southeastern Louisiana,L, 64_53 ,-9.2
Prairie View A&M,W, 59_57 ,2.9
Texas Southern,L, 82_74 ,-2
Grambling St.,W, 87_79 ,9.2
Jackson St.,L, 65_61 ,-4.7
Arkansas Pine Bluff,W, 76_75 ,2
Mississippi Valley St.,W, 87_81 ,5.4
Alabama A&M,W, 53_52 ,0.8
Alabama St.,L, 79_65 ,-13.6
Alcorn St.,L, 74_64 ,-10.7
Grambling St.,W, 67_66 ,3.4
Jackson St.,W, 88_75 ,3.1
Arkansas Pine Bluff,L, 68_61 ,-3.5
Mississippi Valley St.,W, 81_72 ,0.8
Alabama A&M,W, 77_64 ,11.1
Alabama St.,W, 79_73 ,8.7
Alcorn St.,L, 68_67 ,0.7
Prairie View A&M,L, 70_64 ,-1.3
Texas Southern,L, 82_69 ,-4.6
Jackson St.,W, 69_63 ,-0.6
Alcorn St.,L, 81_59 ,-7.8
