Opponent,Results,Score,PlusMinus
Indiana-Kokomo,W, 117_53 ,-
Tennessee Tech,W, 86_74 ,3
Marygrove College,W, 107_58 ,-
Pepperdine,W, 88_77 ,5.6
St. Bonaventure,L, 102_71 ,-15
Little Rock,L, 91_79 ,-1.6
Green Bay,W, 89_77 ,-1.6
William & Mary,W, 91_81 ,4.3
Arkansas Pine Bluff,W, 82_59 ,3.3
Green Bay,W, 107_97 ,6.3
Illinois,L, 92_73 ,-12.7
Montana St.,W, 106_103 ,2
Chicago St.,W, 90_82 ,3.8
Eastern Michigan,L, 85_63 ,-6.6
Northern Illinois,L, 87_83 ,-6.8
Akron,L, 89_85 ,-1.5
Toledo,W, 96_88 ,7.7
Ball St.,L, 98_83 ,-3.4
Miami OH,W, 101_92 ,-0.2
Bowling Green,W, 82_76 ,7.5
Kent St.,W, 105_98 OT,0.9
Buffalo,L, 101_91 ,-4.7
Western Michigan,W, 86_82 ,-10.2
Ohio,W, 97_87 ,5.6
Miami OH,L, 81_76 ,2.8
Buffalo,L, 99_93 ,-6
Ball St.,L, 109_100 OT,-2.7
Northern Illinois,L, 89_66 ,-12.6
Toledo,L, 87_66 ,-13.9
Eastern Michigan,L, 109_81 ,-20.8
Western Michigan,L, 88_80 ,-4
Kent St.,L, 116_106 OT,4.7
