Opponent,Results,Score,PlusMinus
Columbia,L, 73_66 ,-2.7
Boston College,L, 82_75 ,-10.8
Maryland,L, 77_63 ,-9.1
Towson,L, 88_63 ,-8.5
Hampton,W, 76_66 ,-2.7
Loyola MD,L, 71_70 ,-0.4
Northeastern,W, 77_75 ,5.3
Lehigh,W, 62_57 ,1.8
Rutgers,L, 71_66 ,1.9
Hofstra,L, 96_58 ,-16.3
St. Francis PA,W, 75_63 ,8.6
NJIT,L, 64_61 ,-4.6
Brown,W, 92_89 ,3
New Hampshire,W, 59_56 ,-0.6
Albany,W, 72_70 ,-10.2
Maine,W, 74_54 ,1.5
UMass Lowell,W, 86_75 ,7.9
Hartford,W, 80_64 ,7.4
Binghamton,L, 71_67 ,-0.3
UMBC,W, 83_73 ,9.1
Vermont,L, 71_64 ,-6.2
New Hampshire,W, 64_61 ,-1.3
Albany,W, 72_65 ,3.3
UMass Lowell,W, 83_72 ,6.5
Maine,W, 67_66 ,-1.4
Hartford,W, 66_54 ,4.2
Binghamton,W, 76_55 ,12.5
UMBC,L, 65_52 ,-9.3
Vermont,L, 66_51 ,-9.6
Binghamton,W, 70_60 ,12.4
Albany,L, 63_56 ,-3
Illinois Chicago,L, 71_69 ,-5.2
