Opponent,Results,Score,PlusMinus
Sacramento St.,W, 90_53 ,16.4
Seattle,W, 67_55 ,2.2
Louisiana Monroe,W, 89_70 ,16.3
Notre Dame,L, 89_83 ,-10.4
Texas,W, 68_54 ,6.6
Wofford,W, 75_60 ,4
Colorado St.,L, 72_58 ,-2.3
Portland,W, 76_63 ,1.4
Xavier,W, 68_66 ,-0.6
BYU,L, 79_71 ,-4.6
Fort Hays State,W, 81_71 ,-
Air Force,W, 75_68 ,2.4
Eastern Washington,W, 76_68 ,-3.3
Utah,L, 76_60 ,-6.8
Arizona St.,L, 78_77 ,-2.4
Arizona,L, 82_73 ,-7.2
UCLA,L, 104_89 ,-8
USC,L, 71_68 ,1.4
Washington,L, 85_83 OT,5.6
Washington St.,L, 91_89 OT,-2.1
Oregon St.,W, 85_78 ,2.4
Oregon,W, 74_65 ,3
Stanford,W, 81_74 ,6.8
California,L, 77_66 ,-9.8
Washington,W, 81_66 ,9.2
Washington St.,W, 81_49 ,10.6
Oregon St.,W, 60_52 ,1.3
Oregon,L, 101_73 ,-9.8
Utah,L, 86_81 ,-5.7
Stanford,W, 91_72 ,7.4
California,W, 54_46 ,-0.2
Washington St.,W, 73_63 ,-5.8
Arizona,L, 92_78 ,-6.5
UCF,L, 79_74 ,-5.5
