Opponent,Results,Score,PlusMinus
Our Lady of the Lake,W, 115_100 ,-
UT Rio Grande Valley,W, 94_72 ,9.1
Texas St.,W, 73_69 ,0
Jarvis Christian,W, 84_61 ,-
UT Rio Grande Valley,W, 84_68 ,8.1
Cal Poly,L, 82_70 ,-11.4
Texas A&M,L, 86_69 ,-7.9
St. Mary's (TX),W, 77_67 ,-
UTSA,W, 73_69 ,2.5
Saint Mary's,L, 67_46 ,-8.5
Oklahoma St.,L, 92_70 ,-12.7
New Orleans,L, 73_72 OT,-1
Nicholls St.,L, 68_64 ,-2.4
Northwestern St.,W, 99_82 ,13.4
Stephen F. Austin,L, 79_46 ,-8.1
Central Arkansas,W, 88_81 ,-0.1
Stephen F. Austin,L, 61_58 ,-2.8
Sam Houston St.,L, 76_62 ,-12.8
Lamar,W, 69_66 OT,0.5
Abilene Christian,W, 72_60 ,8.8
Houston Baptist,W, 90_79 ,3.3
Southeastern Louisiana,W, 80_75 ,2.4
McNeese St.,W, 73_66 ,7
Incarnate Word,W, 97_81 ,4.2
Lamar,W, 70_63 ,7.4
Abilene Christian,W, 56_44 ,3.3
McNeese St.,W, 81_70 ,6.8
Houston Baptist,L, 94_80 ,-5.9
Incarnate Word,W, 81_64 ,10.2
Stephen F. Austin,W, 77_69 ,9.8
New Orleans,L, 68_65 OT,1.8
Georgia St.,W, 80_64 ,12.1
Weber St.,W, 82_73 ,6.1
Fort Wayne,W, 78_62 ,7.2
UMBC,W, 79_61 ,1.3
Saint Peter's,L, 62_61 ,3.5
