Opponent,Results,Score,PlusMinus
Creighton,L, 89_82 ,-17.5
Drake,W, 68_62 ,5.5
Bowling Green,W, 71_69 ,-1.9
Murray St.,W, 85_74 ,2
Green Bay,L, 95_77 ,-5.2
Arkansas-Monticello,W, 97_82 ,-
Southeast Missouri St.,W, 86_75 ,8.5
South Dakota,W, 84_82 ,5.4
South Dakota St.,L, 77_68 ,-1.1
Kansas,L, 105_62 ,-16.2
William Jewell,W, 93_71 ,-
Nebraska Omaha,L, 80_75 ,-0.6
West Virginia,L, 112_67 ,-23.9
Tennessee Martin,L, 77_66 ,-4.7
Mississippi St.,L, 77_54 ,-11.3
USC Upstate,L, 84_75 ,4.4
New Mexico St.,L, 77_64 ,-8.5
UT Rio Grande Valley,W, 83_79 ,1.7
Seattle,W, 84_68 ,6.4
Utah Valley,L, 86_76 ,-5.5
New Mexico St.,L, 94_71 ,-12.3
Grand Canyon,W, 83_77 ,-2.2
Cal St. Bakersfield,L, 74_63 ,-3.8
Ottawa,W, 93_67 ,-
UT Rio Grande Valley,W, 73_60 ,-2.2
Utah Valley,W, 84_76 ,5.3
Seattle,W, 102_72 ,11.3
Chicago St.,W, 84_65 ,11.2
Cal St. Bakersfield,L, 71_62 ,-1.4
Grand Canyon,L, 84_77 ,-7.8
Chicago St.,W, 87_82 ,2.4
UT Rio Grande Valley,W, 82_78 OT,1.8
New Mexico St.,L, 78_60 ,-4.8
Green Bay,W, 92_82 ,1.4
Wyoming,L, 72_61 ,-9.1
