Opponent,Results,Score,PlusMinus
Kennesaw St.,W, 91_74 ,13.2
Savannah St.,W, 116_84 ,14.5
Seton Hall,L, 91_83 ,-1.9
UT Rio Grande Valley,W, 95_67 ,13.5
Virginia,L, 74_41 ,-16
Memphis,L, 100_92 ,-3.8
Notre Dame,L, 92_78 ,-5.8
Nebraska Omaha,L, 98_89 ,-2
Stetson,W, 95_68 ,15
Iowa St.,W, 78_64 ,9.3
Northern Iowa,W, 69_46 ,13.3
North Dakota,W, 84_73 ,8.8
Delaware St.,W, 89_57 ,19.3
Purdue,L, 89_67 ,-19.1
Michigan,W, 86_83 OT,0.9
Nebraska,L, 93_90 2OT,-1.5
Rutgers,W, 68_62 ,-1
Purdue,W, 83_78 ,-2
Northwestern,L, 89_54 ,-11.1
Maryland,L, 84_76 ,-7
Illinois,L, 76_64 ,-12.4
Ohio St.,W, 85_72 ,8.6
Rutgers,W, 83_63 ,17.9
Nebraska,W, 81_70 ,1.2
Minnesota,L, 101_89 2OT,-3.2
Michigan St.,L, 77_66 ,-4
Illinois,L, 70_66 ,1.3
Indiana,W, 96_90 OT,-4.3
Maryland,W, 83_69 ,7.5
Wisconsin,W, 59_57 ,-0.5
Penn St.,W, 90_79 ,9.2
Indiana,L, 95_73 ,-6
South Dakota,W, 87_75 ,3.9
TCU,L, 94_92 OT,-3.1
