Opponent,Results,Score,PlusMinus
Oral Roberts,W, 80_75 ,6.9
UMKC,W, 69_51 ,10.2
College of Charleston,W, 73_54 ,2.1
Yale,W, 64_57 ,3.5
Western Michigan,W, 70_63 ,1.9
Syracuse,W, 86_72 ,8.1
Mississippi,W, 78_37 ,10.4
Georgetown,L, 81_74 ,-4
Wichita St.,L, 80_61 ,-10
Houston,W, 61_55 ,6.8
Minnesota,L, 86_66 ,-10.8
Southeastern Louisiana,W, 82_31 ,19.8
Texas Tech,L, 85_50 ,-6.6
West Virginia,L, 55_41 ,-7.1
TCU,L, 52_40 ,-6.2
Texas,L, 76_64 ,-8
Baylor,L, 75_68 ,4.3
Iowa St.,L, 89_82 ,-6.9
Texas A&M,W, 73_62 ,6.1
Kansas,L, 65_50 ,-9.7
Oklahoma,L, 82_69 ,-11.5
TCU,W, 72_57 ,5
Baylor,L, 78_70 ,-5.7
Kansas St.,W, 64_59 ,2.8
Texas Tech,W, 73_70 ,-0
West Virginia,L, 65_47 ,-0.5
Oklahoma,W, 83_66 ,4.2
Kansas,L, 83_58 ,-8.8
Iowa St.,W, 73_61 ,4.5
Kansas St.,W, 69_63 ,2
Texas,W, 81_59 ,17.6
Iowa St.,W, 72_71 ,-1.7
