Opponent,Results,Score,PlusMinus
Kansas,W, 68_66 ,0
Colorado St.,W, 89_55 ,11.8
Central Arkansas,W, 105_54 ,26.2
Georgia St.,W, 74_63 ,5.6
California,W, 87_52 ,10.8
Georgetown,W, 81_73 ,1.8
Stephen F. Austin,L, 85_83 OT,3.9
Winthrop,W, 83_70 ,4.6
Michigan St.,W, 87_75 ,11
Virginia Tech,W, 77_63 ,-1.5
Wofford,W, 86_57 ,10.7
Brown,W, 75_50 ,6.7
Boston College,W, 88_49 ,15.4
Miami FL,W, 95_62 ,10.1
Georgia Tech,W, 73_64 ,2.2
Wake Forest,W, 90_59 ,17.9
Clemson,L, 79_72 ,-2.8
Louisville,L, 79_73 ,-6.3
Miami FL,W, 89_59 ,18.5
Pittsburgh,W, 79_67 ,7.7
Syracuse,W, 97_88 ,3.5
Boston College,W, 63_55 ,-2
North Carolina,W, 98_96 OT,-6.6
Florida St.,W, 70_65 ,3.3
Notre Dame,W, 94_60 ,8.9
North Carolina St.,L, 88_66 ,-12.4
Virginia Tech,W, 88_64 ,19.1
Wake Forest,L, 113_101 2OT,-0.1
Virginia,L, 52_50 ,0.6
North Carolina St.,W, 88_69 ,1.5
North Carolina,W, 89_76 ,5.1
