Opponent,Results,Score,PlusMinus
Indiana,L, 98_65 ,-14.6
Stetson,L, 77_75 ,1.9
Tennessee Martin,L, 98_91 ,0
Northern Illinois,L, 86_81 ,-4.2
Cent. Christian Bib.,W, 113_62 ,-
Ball St.,W, 69_62 ,8.6
UMKC,L, 68_67 ,-8.9
Evansville,L, 90_86 ,-0.9
Eastern Illinois,L, 85_47 ,-10.7
Holy Fam. Col. (WI),W, 91_64 ,-
South Dakota,W, 82_75 ,2.7
North Dakota St.,L, 94_74 ,-12.6
South Dakota St.,L, 91_56 ,-11.8
Fort Wayne,L, 77_69 ,-5.9
Denver,W, 86_80 ,9.4
Oral Roberts,L, 87_70 ,-4.2
Nebraska Omaha,L, 87_82 OT,4.2
North Dakota,L, 83_77 ,-6.5
North Dakota St.,L, 70_49 ,-7.7
South Dakota St.,L, 71_61 ,-9
Fort Wayne,L, 75_69 ,-5.5
South Dakota,L, 85_72 ,-4.8
North Dakota,L, 86_83 OT,-4.8
Nebraska Omaha,L, 93_86 ,-4.1
Oral Roberts,L, 113_70 ,-19.7
Denver,L, 69_63 ,-6.9
