Opponent,Results,Score,PlusMinus
UC Irvine,L, 76_73 ,5.9
Long Beach St.,L, 74_62 ,-4.4
Fresno St.,W, 72_66 OT,3.9
Weber St.,W, 71_56 ,3.7
Colorado,L, 71_53 ,-3.8
San Diego St.,L, 66_49 ,-10.3
Washington,L, 88_69 ,-8.2
Hofstra,W, 79_69 ,-0.4
St. Bonaventure,L, 70_61 ,-2.5
Illinois Chicago,L, 89_83 ,-8.4
Holy Cross,W, 68_51 ,6.8
Cal St. Fullerton,W, 66_54 ,8.3
UC Davis,W, 58_54 ,1
Stanford,L, 62_59 ,-0.5
Whittier,W, 93_67 ,-
Loyola Marymount,L, 64_58 ,2.8
Santa Clara,L, 80_63 ,-10.6
Gonzaga,L, 94_50 ,-24.7
Pepperdine,L, 85_78 ,-6.9
BYU,L, 93_70 ,-6.9
Portland,W, 77_67 ,1.9
Santa Clara,L, 65_52 ,-12.4
San Francisco,L, 69_44 ,-5.5
Pacific,L, 66_58 ,-4.6
Saint Mary's,L, 66_60 ,-2.3
Portland,W, 88_81 2OT,0.6
Pepperdine,L, 72_69 ,4.7
BYU,L, 72_71 ,-0.2
Saint Mary's,L, 92_63 ,-3.9
Gonzaga,L, 94_59 ,-9.8
Pacific,L, 71_64 ,-4.9
Loyola Marymount,L, 75_61 ,-7.7
