Opponent,Results,Score,PlusMinus
Tulane,L, 76_55 ,-9.7
Xavier (LA),W, 77_70 ,-
Grambling St.,L, 81_70 ,-5.1
Mobile,W, 65_58 ,-
Tulsa,L, 73_66 ,-1.7
Austin Peay,L, 81_60 ,3.4
Vanderbilt,L, 78_70 ,-0.8
Louisiana Lafayette,L, 98_81 ,-1
Southern-N.O.,W, 79_74 ,-
Lamar,L, 79_73 OT,-3.8
Mississippi,L, 83_76 ,-1.6
Oklahoma St.,L, 82_31 ,-19.8
Stephen F. Austin,L, 82_71 ,-7
Texas A&M Corpus Chris,W, 84_80 ,13.6
Sam Houston St.,L, 67_62 ,5
Nicholls St.,L, 69_58 ,-5.4
Texas A&M Corpus Chris,W, 62_56 ,-1.9
Abilene Christian,L, 76_55 ,-17.9
McNeese St.,L, 77_61 ,-7.2
Northwestern St.,W, 84_81 OT,2.1
Central Arkansas,L, 88_68 ,-2.4
New Orleans,L, 84_73 ,-11.2
Houston Baptist,L, 79_76 ,-2.7
Incarnate Word,L, 82_75 OT,1.3
Sam Houston St.,L, 79_70 ,-6.7
Nicholls St.,L, 81_71 ,-11
Abilene Christian,L, 75_69 ,-6.6
McNeese St.,L, 104_82 ,-13.4
Northwestern St.,W, 95_92 ,6.7
Central Arkansas,W, 69_65 ,8.3
New Orleans,L, 79_69 ,-3.4
