Opponent,Results,Score,PlusMinus
Seton Hall,L, 105_71 ,-11
Penn St.,L, 91_64 ,-7.4
Wesley,W, 97_67 ,-
NJIT,L, 88_69 ,-10.7
Saint Peter's,W, 81_77 OT,3.8
Stony Brook,L, 87_84 OT,-2.6
St. John's,L, 86_63 ,-15.8
Hartford,L, 71_63 ,-5.9
La Salle,L, 74_60 ,-15.5
Army,W, 82_62 ,4.3
Fairfield,L, 66_54 ,-1.3
Mount St. Mary's,W, 66_47 ,7.8
Sacred Heart,L, 81_74 ,-1.4
St. Francis PA,L, 80_62 ,-0.7
Robert Morris,L, 94_62 ,-7.6
St. Francis NY,L, 69_64 ,-0.7
LIU Brooklyn,W, 72_64 ,6.5
Bryant,L, 79_58 ,-4.5
Central Connecticut,L, 86_76 ,-2.6
Fairleigh Dickinson,L, 68_63 ,0.9
Robert Morris,L, 67_62 ,-0.5
St. Francis PA,L, 85_68 ,-12.4
Fairleigh Dickinson,L, 106_73 ,-10.7
Merrimack,L, 68_59 ,-4.9
Mount St. Mary's,W, 67_61 ,5.6
Central Connecticut,W, 68_56 ,0.8
St. Francis NY,W, 75_71 OT,2.2
LIU Brooklyn,L, 74_66 ,-5.4
Bryant,L, 80_59 ,-10.4
