Opponent,Results,Score,PlusMinus
Utah,L, 79_74 ,-2.9
Loyola Marymount,W, 72_67 ,-0.8
UT Arlington,W, 80_73 ,3.7
USC,L, 76_66 ,-5.6
Davidson,L, 91_71 ,-8.7
Fordham,W, 74_60 ,9.2
Valparaiso,W, 84_59 ,14.7
Bowling Green,W, 77_62 ,13.3
Santa Clara,W, 98_67 ,20
Air Force,W, 100_85 ,9.4
BYU,L, 75_42 ,-12.2
Texas Southern,W, 91_73 ,7
Saint Mary's,L, 68_63 ,0.6
Colorado St.,W, 67_61 ,9.8
Boise St.,W, 83_66 ,3.5
San Jose St.,L, 70_68 ,0.7
Utah St.,L, 80_70 ,-10.6
Wyoming,W, 68_67 ,1.6
San Diego St.,L, 68_55 ,-4.3
UNLV,W, 86_72 ,7.7
New Mexico,W, 96_74 ,14
Colorado St.,L, 92_91 ,1.4
Boise St.,L, 73_64 ,-11.2
Air Force,W, 88_54 ,16.5
San Jose St.,W, 95_77 ,13.7
UNLV,W, 82_79 OT,1.4
New Mexico,W, 88_74 ,6.5
Fresno St.,W, 78_76 ,-2.4
Wyoming,W, 73_68 ,5.2
San Diego St.,L, 83_76 ,2.3
Wyoming,L, 74_71 ,4
