Opponent,Results,Score,PlusMinus
Santa Clara,L, 77_63 ,-7.4
North Dakota St.,L, 74_67 ,-1.9
Simpson (CA),W, 89_45 ,-
Saint Mary's,L, 79_48 ,-12.1
Creighton,L, 86_70 ,-15.5
Iowa,L, 85_59 ,-10.1
Tennessee St.,L, 82_72 ,-10.1
LIU Brooklyn,L, 82_69 ,-7.1
Siena,W, 70_66 ,-2
Fresno St.,L, 62_37 ,-7.5
Sacramento St.,L, 57_56 ,-3.8
Cal St. Bakersfield,L, 72_50 ,-10.8
San Diego St.,L, 73_57 ,-8.9
Vanguard,W, 85_82 ,-
UC Santa Barbara,L, 63_45 ,-9
Cal St. Northridge,W, 74_56 ,8
Hawaii,L, 65_61 ,-8.9
UC Riverside,L, 97_64 ,-12.4
UC Irvine,L, 74_67 ,-2.3
Cal St. Fullerton,W, 101_100 OT,3.8
UC Davis,L, 66_51 ,-3.4
Long Beach St.,W, 92_75 ,4.1
Hawaii,W, 79_75 OT,-1
Cal St. Northridge,L, 81_73 ,-8.9
Cal St. Fullerton,L, 105_101 4OT,-2.8
UC Davis,L, 77_62 ,-1.5
UC Riverside,L, 61_49 ,-7.9
UC Irvine,L, 82_76 ,-4.7
Long Beach St.,L, 80_73 OT,2
UC Santa Barbara,L, 69_67 ,5.7
