Opponent,Results,Score,PlusMinus
Sonoma St.,W, 101_50 ,-
Princeton,W, 82_72 ,3.7
Yale,W, 84_79 OT,4.2
Southern Illinois,W, 76_60 ,10.1
Cal St. Bakersfield,W, 100_70 ,12.4
Sam Houston St.,W, 90_81 ,9.6
Hampton,W, 89_73 ,8.5
Hawaii,L, 85_75 ,-4.9
Arizona St.,L, 71_67 ,-1.3
California,W, 76_64 ,7.8
Cal St. Fullerton,W, 91_69 ,11.2
Stanford,L, 64_56 ,3.5
UC Davis,W, 93_84 ,1.3
Fresno St.,W, 71_69 ,1.7
Harvard,L, 84_81 OT,-2.7
Saint Mary's,L, 69_58 ,-5.3
Portland,L, 76_65 ,-3.1
Santa Clara,W, 80_61 ,9.1
Pacific,W, 79_75 ,10.4
Loyola Marymount,W, 61_53 ,0.7
Saint Mary's,L, 58_48 ,2.5
BYU,W, 83_82 ,-2.2
San Diego,W, 69_44 ,5.5
Gonzaga,L, 83_79 ,3.8
Pacific,L, 60_48 ,-7.6
BYU,L, 90_76 ,-13.2
Santa Clara,W, 70_61 ,4.2
Gonzaga,L, 71_54 ,-0.8
Pepperdine,W, 63_61 OT,0.2
Portland,W, 81_65 ,13.9
Loyola Marymount,W, 69_67 ,0.1
Loyola Marymount,W, 82_53 ,11.6
Pacific,W, 72_54 ,5.4
Gonzaga,L, 81_77 ,-3.6
