Opponent,Results,Score,PlusMinus
Jackson St.,W, 93_70 ,6.6
Cal Lutheran,W, 112_56 ,-
Texas,L, 67_54 ,-6.3
California,L, 82_62 ,-7.9
Central Arkansas,W, 104_98 OT,4.8
Georgia St.,L, 69_60 ,3.8
South Dakota,L, 84_83 ,-7.7
UC Riverside,W, 79_67 ,6
UC Irvine,W, 68_60 ,2.9
Bethune Cookman,W, 87_68 ,8.4
Southern,W, 78_61 ,2.2
Mississippi Valley St.,W, 103_66 ,22.3
Ottawa (AZ),W, 92_75 ,-
UT Rio Grande Valley,W, 76_67 ,2.3
New Mexico St.,L, 86_71 ,-5.1
Cal St. Bakersfield,W, 83_75 ,5
Grand Canyon,W, 61_57 ,5.4
Bethesda (CA),W, 96_62 ,-
Chicago St.,W, 85_53 ,13.4
UMKC,L, 67_57 ,-7
Utah Valley,W, 65_61 ,5.5
Seattle,W, 72_65 ,5.7
Cal St. Bakersfield,W, 74_69 ,-0.7
Grand Canyon,L, 103_98 ,-5
Westcliff,W, 107_45 ,-
UMKC,L, 69_63 ,-4.8
Chicago St.,W, 95_53 ,16.2
Utah Valley,W, 73_66 ,0.4
Seattle,W, 88_87 OT,0.7
New Mexico St.,L, 83_50 ,-20.6
UT Rio Grande Valley,L, 79_76 OT,1.9
