Opponent,Results,Score,PlusMinus
Northwestern St.,W, 77_63 ,8.8
Louisiana Monroe,W, 63_57 ,-0.6
Gonzaga,L, 79_49 ,-11.1
Troy,W, 56_52 ,-2.5
Harvard,L, 62_51 ,-4.7
Temple,L, 65_42 ,-6.8
Fairfield,L, 67_62 ,-0.5
Texas,L, 60_50 ,-7.1
Texas A&M Corpus Chris,W, 63_60 ,-1.1
Oregon St.,W, 64_49 ,-2
Texas Southern,W, 58_55 ,3
Arkansas,L, 69_59 ,-3.1
Mississippi,W, 57_47 ,-2.1
Vanderbilt,W, 69_50 ,13.9
LSU,L, 89_85 OT,-5
South Carolina,L, 81_67 ,-4.9
Missouri,W, 66_64 ,1.9
Oklahoma St.,L, 73_62 ,-6.1
Tennessee,W, 63_58 ,-2.1
Georgia,L, 63_48 ,-3.5
Missouri,W, 68_51 ,5.3
South Carolina,L, 74_54 ,-10.1
Florida,L, 78_61 ,-4.9
Georgia,W, 74_69 ,-2.7
Alabama,W, 74_68 ,-0.7
Mississippi St.,W, 87_75 ,4.1
Kentucky,L, 69_60 ,-8.2
LSU,L, 64_50 ,-7.2
Auburn,W, 78_75 ,1.1
Arkansas,W, 77_69 ,2.2
