Opponent,Results,Score,PlusMinus
Notre Dame de Namur,W, 103_51 ,-
South Dakota St.,L, 93_91 2OT,0.5
Northern Iowa,L, 67_55 ,-4.9
LIFE Pacific,W, 91_51 ,-
San Francisco,L, 100_70 ,-12.4
Gonzaga,L, 77_49 ,-13.5
Sam Houston St.,L, 74_65 ,-3.8
Hampton,W, 70_57 ,15
San Diego Christian,W, 87_59 ,-
UC Santa Barbara,L, 64_60 ,-1.7
Mississippi,L, 83_67 ,-7.6
Idaho,L, 76_70 OT,-1.2
Montana St.,W, 74_72 ,0.1
Cal Poly,W, 72_50 ,10.8
Texas Tech,L, 73_58 ,-5.7
Grand Canyon,W, 69_62 ,-1.2
Cal Baptist,L, 83_75 ,-5
UMKC,W, 74_64 OT,3.8
Chicago St.,W, 72_54 ,7.7
Utah Valley,W, 58_57 OT,-0.4
Seattle,L, 86_79 ,-2.3
New Mexico St.,L, 61_57 ,-4
UT Rio Grande Valley,L, 70_59 ,1.1
Cal Baptist,L, 74_69 ,0.7
Chicago St.,W, 64_54 ,3.6
UMKC,L, 59_53 ,-1.9
Utah Valley,L, 72_58 ,-4.8
Seattle,L, 69_54 ,-4.7
UT Rio Grande Valley,W, 79_59 ,12.7
New Mexico St.,L, 62_46 ,-9.9
Grand Canyon,L, 64_61 ,-5.9
