Opponent,Results,Score,PlusMinus
St. John's,L, 109_79 ,-17.6
Columbia Int'l,W, 84_76 ,-
Kennesaw St.,W, 74_62 ,8.9
Florida Gulf Coast,W, 84_68 ,17.3
Georgia Southern,L, 98_88 ,-0.8
Illinois Chicago,W, 72_68 ,8.1
St. Bonaventure,L, 56_51 ,-0.4
Canisius,L, 76_66 ,-1.3
Holy Cross,L, 81_67 ,-1.6
Georgia St.,L, 73_61 ,-10
UNC Wilmington,W, 72_63 ,4.8
Furman,L, 64_62 ,1.2
Florida Atlantic,L, 65_50 ,-6.2
Milligan,W, 104_53 ,-
UNC Greensboro,L, 72_63 ,-9.1
Chattanooga,L, 70_61 ,-7.1
Western Carolina,L, 79_71 ,-4.9
VMI,W, 73_62 ,-5.1
Samford,W, 90_75 ,11.8
Western Carolina,W, 85_79 ,3.4
VMI,W, 69_66 ,2.2
East Tennessee St.,W, 71_55 ,5.9
The Citadel,W, 76_71 ,2.5
Furman,L, 79_57 ,-10
East Tennessee St.,L, 73_60 ,-5.9
Wofford,W, 70_68 ,-2.5
UNC Greensboro,L, 67_55 ,-6.9
Samford,W, 106_66 ,8.5
Chattanooga,W, 85_80 ,6.8
The Citadel,W, 73_57 ,12.8
Wofford,W, 59_47 ,2.2
Western Carolina,L, 70_56 ,-5.9
