Opponent,Results,Score,PlusMinus
UCLA,L, 69_65 ,3.1
San Diego,W, 74_62 ,4.4
Stanford,L, 86_58 ,-18.5
Saint Mary's,L, 81_63 ,-9.2
Fresno Pacific,W, 93_62 ,-
Arizona,L, 104_67 ,-7.1
Providence,W, 66_65 ,-7.3
Wake Forest,L, 88_75 ,-5.2
Penn,L, 95_79 ,-5.9
Pacific,L, 65_46 ,-8.8
USC,L, 87_76 ,-8.2
Southern Utah,L, 84_63 ,-7.6
Utah Valley,W, 68_65 ,6
Seattle,L, 79_57 ,-14.5
Florida,L, 102_63 ,-23.1
Cal State LA,W, 76_60 ,-
Cal St. Northridge,L, 95_77 ,-6.1
UC Santa Barbara,W, 55_52 ,-3.3
UC Davis,L, 85_82 ,-7.9
Cal St. Fullerton,L, 66_62 ,2.2
UC Irvine,W, 63_56 ,4.3
UC Riverside,L, 77_69 ,-3.9
UC Santa Barbara,L, 87_62 ,-5.8
Cal Poly,L, 92_75 ,-4.1
Hawaii,W, 50_49 ,1.6
UC Riverside,W, 65_63 OT,-1.5
UC Irvine,L, 70_55 ,-7.4
Hawaii,W, 64_60 ,6.1
Cal St. Northridge,L, 73_64 ,-6.5
UC Davis,L, 77_76 ,-5.1
Cal Poly,W, 80_73 OT,-2
Cal St. Fullerton,L, 75_69 ,-3.2
