Opponent,Results,Score,PlusMinus
Robert Morris,W, 67_60 ,2.4
Toledo,L, 96_70 ,-14.9
Notre Dame,L, 74_64 ,-8.4
College of Charleston,L, 76_66 ,-1.4
Howard,W, 91_63 ,15.2
Florida,L, 73_67 ,-1.4
Akron,L, 85_73 ,-12.2
Toledo,L, 82_72 ,-4.7
Bluefield St.,W, 86_50 ,-
Morehead St.,W, 89_62 ,14.8
Eastern Kentucky,W, 90_72 ,6.3
Northern Iowa,L, 88_80 ,-7.1
Duquesne,W, 83_61 ,8.6
Rice,W, 89_69 ,7.8
North Texas,L, 67_64 ,-0.6
Middle Tennessee,W, 79_75 ,5.7
UAB,L, 61_50 ,-4.3
Charlotte,L, 77_75 ,-6.3
Old Dominion,W, 68_67 ,-0
Western Kentucky,L, 64_60 ,5.7
Western Kentucky,L, 91_84 ,-4.7
FIU,W, 84_74 ,3.4
Florida Atlantic,L, 91_73 ,-8.3
Southern Miss,W, 72_58 ,4.8
Louisiana Tech,W, 83_79 OT,-3
UTSA,L, 72_63 ,-1.6
UTEP,W, 71_61 ,5.3
Old Dominion,W, 74_66 ,1.5
UAB,L, 88_80 ,-5.2
Florida Atlantic,W, 94_82 ,5.9
UTSA,W, 82_77 ,8.9
UTEP,W, 86_78 ,5
