Opponent,Results,Score,PlusMinus
Texas Tech,L, 85_60 ,-12.1
Wisconsin,L, 65_52 ,-6.1
Chicago St.,W, 98_34 ,31.5
Ind.-Northwest,W, 114_61 ,-
St. Francis (IL),W, 87_47 ,-
Bethune Cookman,L, 66_63 ,-1.4
Incarnate Word,W, 72_63 ,-3.6
Fort Wayne,L, 74_69 ,-0.8
Green Bay,W, 93_80 ,13.5
Milwaukee,W, 75_68 ,9
Western Illinois,W, 85_47 ,10.7
Grand Canyon,L, 85_63 ,-11.8
Tennessee St.,L, 84_79 ,-8.7
Belmont,L, 87_55 ,-11.6
Eastern Kentucky,L, 77_74 ,-8.3
Morehead St.,L, 69_66 ,3.1
Jacksonville St.,W, 70_69 ,4.9
Tennessee Tech,W, 84_59 ,10.1
Tennessee Martin,W, 95_83 ,14.1
Southeast Missouri St.,W, 61_59 ,1.2
Murray St.,L, 73_70 ,-4
Austin Peay,L, 68_64 ,4.6
Eastern Kentucky,L, 91_84 ,-4.5
Morehead St.,W, 71_65 ,9.2
SIU Edwardsville,L, 76_74 ,-0.7
Tennessee Martin,L, 80_79 OT,-0.7
Murray St.,W, 63_60 ,-12
Austin Peay,W, 83_80 OT,-2.3
Southeast Missouri St.,W, 72_70 ,3.4
SIU Edwardsville,W, 70_52 ,14.3
Jacksonville St.,W, 67_61 ,5.4
Austin Peay,L, 76_65 ,-19
