Opponent,Results,Score,PlusMinus
Judson,W, 103_60 ,-
Loyola MD,L, 98_85 ,-11.1
Eastern Illinois,L, 98_34 ,-31.5
Purdue,L, 93_49 ,-7.9
Purdue Northwest,W, 89_77 ,-
North Park,W, 79_66 ,-
Florida St.,L, 113_56 ,-28.3
Jacksonville St.,L, 71_62 ,-4.5
Alabama St.,L, 67_54 ,-10.1
SIU Edwardsville,W, 89_81 ,-1.4
Tennessee St.,L, 80_74 ,-7.7
Oral Roberts,L, 97_59 ,-19
Northern Illinois,L, 75_60 ,-8.5
Indiana St.,L, 85_64 ,-12.8
Missouri,L, 91_33 ,-22.8
Utah Valley,L, 94_73 ,-12.3
Seattle,L, 86_54 ,-9.1
New Mexico St.,L, 93_54 ,-17
UT Rio Grande Valley,L, 87_63 ,-13.8
Grand Canyon,L, 76_64 ,-13.8
Cal St. Bakersfield,L, 72_54 ,-7.7
Cal Baptist,L, 85_53 ,-13.4
UMKC,L, 69_51 ,-16.7
New Mexico St.,L, 71_49 ,-12
UT Rio Grande Valley,L, 75_64 ,1.4
Cal St. Bakersfield,L, 64_54 ,-3.6
Grand Canyon,L, 71_47 ,-10.3
Cal Baptist,L, 95_53 ,-16.2
UMKC,L, 80_58 ,-7.8
